330000K5980O,K599,BTC,GZQ,05:15,11:12,29:57
2400000G710B,G71,BXP,IOQ,07:40,17:14,09:34
2400000G7908,G79,BXP,IOQ,10:00,18:03,08:03
2400000G6507,G65,BXP,IZQ,10:28,20:18,09:50
2400000Z3500,Z35,BXP,GZQ,11:40,08:41,21:01
2400000G6707,G67,BXP,IZQ,12:13,22:16,10:03
2400000Z9701,Z97,BXP,GGQ,13:00,10:01,21:01
2400000G6902,G69,BXP,IZQ,13:05,22:21,09:16
1200000Z1201,Z13,SBT,GGQ,15:00,12:44,21:44
240000Z20103,Z201,BXP,SEQ,17:56,15:24,21:28
240000D92500,D925,BXP,IZQ,19:35,06:59,11:24
240000D9010A,D901,BXP,IOQ,20:10,06:28,10:18
240000D90305,D903,BXP,IOQ,20:15,06:33,10:18
240000D90900,D909,BXP,IOQ,20:20,06:38,10:18
240000D92707,D927,BXP,IOQ,20:25,06:48,10:23
240000D92103,D921,BXP,IZQ,20:30,06:53,10:23
240000D92307,D923,BXP,IZQ,20:35,06:43,10:08
240000K8190C,K819,BXP,CUW,07:16,09:17,26:01
240000G30703,G307,BXP,ICW,08:30,20:46,12:16
240000G30903,G309,BXP,CUW,09:40,21:58,12:18
240000K5890M,K589,BXP,CUW,10:31,16:13,29:42
2400000Z4904,Z49,BXP,CDW,11:32,05:47,18:15
24000000T90O,T9,BXP,CUW,15:12,15:40,24:28
240000K5070Y,K507,BXP,GIW,21:23,02:19,28:56
240000G1010A,G101,VNP,AOH,07:00,12:37,05:37
240000G1030O,G103,VNP,AOH,07:05,12:42,05:37
240000G1050D,G105,VNP,AOH,07:36,13:21,05:45
2400000G110E,G11,VNP,AOH,08:00,13:09,05:09
240000G1070C,G107,VNP,AOH,08:05,13:26,05:21
240000G1090R,G109,VNP,AOH,08:15,14:00,05:45
240000G1110O,G111,VNP,AOH,08:35,14:21,05:46
24000000G109,G1,VNP,AOH,09:00,13:48,04:48
240000G1130B,G113,VNP,AOH,09:05,14:29,05:24
2400000G4106,G41,VNP,HGH,09:14,14:46,05:32
240000G1150O,G115,VNP,AOH,09:32,15:14,05:42
240000G1170H,G117,VNP,AOH,09:43,15:41,05:58
2400000G1307,G13,VNP,AOH,10:00,14:55,04:55
240000G1190A,G119,VNP,AOH,10:05,15:45,05:40
240000G1210D,G121,VNP,AOH,10:28,16:27,05:59
2400000G150B,G15,VNP,AOH,11:00,15:55,04:55
240000G1230F,G123,VNP,AOH,11:05,16:42,05:37
240000G1250U,G125,VNP,AOH,11:10,16:59,05:49
240000G41100,G411,VNP,AOH,11:20,17:07,05:47
240000G1270P,G127,VNP,AOH,11:36,17:16,05:40
24000014610Z,1461,BJP,SHH,11:54,08:11,20:17
240000G1290J,G129,VNP,AOH,12:15,17:49,05:34
240000G1310C,G131,VNP,AOH,12:25,18:14,05:49
240000G1330B,G133,VNP,AOH,12:52,18:36,05:44
240000G13508,G135,VNP,AOH,13:02,18:59,05:57
240000G1370C,G137,VNP,AOH,13:45,19:26,05:41
24000000G306,G3,VNP,AOH,14:00,18:48,04:48
2400000G4304,G43,VNP,HGH,14:05,19:38,05:33
240000G1390J,G139,VNP,AOH,14:10,19:51,05:41
240000G14109,G141,VNP,AOH,14:25,20:13,05:48
240000G1430G,G143,VNP,AOH,14:36,20:33,05:57
2400000G1708,G17,VNP,AOH,15:00,19:56,04:56
240000G1450G,G145,VNP,AOH,15:10,21:07,05:57
2400000G1908,G19,VNP,AOH,16:00,21:16,05:16
240000G14708,G147,VNP,AOH,16:05,21:54,05:49
240000G1490B,G149,VNP,AOH,16:25,22:24,05:59
240000G1510S,G151,VNP,AOH,16:35,22:35,06:00
2400000G2107,G21,VNP,AOH,17:00,22:39,05:39
240000G15309,G153,VNP,AOH,17:15,22:51,05:36
240000G1550X,G155,VNP,AOH,17:20,23:08,05:48
240000G1570D,G157,VNP,AOH,17:43,23:23,05:40
240000G1590Q,G159,VNP,AOH,17:50,23:28,05:38
240000T1090L,T109,BJP,SHH,19:33,10:44,15:11
240000D3210A,D321,VNP,SHH,21:23,09:12,11:49
26000K77260V,K7727,HDP,QTP,00:42,02:35,01:53
280000260401,2601,DTV,QTP,04:22,06:07,01:45
24000C200109,C2001,VNP,TJP,06:13,06:46,00:33
24000C20030C,C2003,VNP,TJP,06:21,06:54,00:33
24000C22010A,C2201,VNP,TJP,06:32,07:10,00:38
24000C20050A,C2005,VNP,TJP,06:42,07:15,00:33
24000C200708,C2007,VNP,TJP,06:50,07:23,00:33
24000C211700,C2117,VNP,TJP,07:00,07:33,00:33
24000C20110C,C2011,VNP,TJP,07:08,07:41,00:33
240000G47102,G471,VNP,YAK,07:10,07:44,00:34
240000G26109,G261,VNP,UAH,07:15,07:49,00:34
24000C228310,C2283,VNP,FHP,07:15,07:50,00:35
2400000G5705,G57,VNP,NGH,07:20,07:54,00:34
24000C200909,C2009,VNP,TJP,07:24,07:57,00:33
240000G17702,G177,VNP,QDK,07:25,07:59,00:34
240000G38304,G383,VNP,JLL,07:30,08:06,00:36
24000C22030B,C2203,VNP,TJP,07:32,08:10,00:38
240000G26500,G265,VNP,NYH,07:48,08:22,00:34
24000C20130C,C2013,VNP,TJP,07:49,08:22,00:33
240000G38106,G381,VNP,VAB,07:53,08:29,00:36
240000G21900,G219,VNP,SYT,08:00,08:35,00:35
24000C22410I,C2241,VNP,TJP,08:08,08:46,00:38
24000C20170D,C2017,VNP,TJP,08:21,08:54,00:33
240000G38705,G387,VNP,DFT,08:25,09:05,00:40
24000C20190B,C2019,VNP,TJP,08:31,09:04,00:33
240000G32100,G321,VNP,XKS,08:40,09:14,00:34
24000C22050E,C2205,VNP,TJP,08:49,09:27,00:38
24000C20210D,C2021,VNP,TJP,09:01,09:34,00:33
24000C20230E,C2023,VNP,TJP,09:06,09:39,00:33
24000C202509,C2025,VNP,TJP,09:11,09:44,00:33
24000C20270E,C2027,VNP,TJP,09:19,09:52,00:33
24000C20290D,C2029,VNP,TJP,09:29,10:02,00:33
24000C22070A,C2207,VNP,TJP,09:39,10:17,00:38
620000Z20800,Z205,CSQ,TJP,09:42,11:00,01:18
2400000G2700,G27,VNP,FZS,09:48,10:22,00:34
33000011340C,1135,WXC,TJP,09:50,11:29,01:39
24000C20310D,C2031,VNP,TJP,09:52,10:25,00:33
24000C20330N,C2033,VNP,TJP,10:00,10:33,00:33
24000C22090J,C2209,VNP,TJP,10:08,10:46,00:38
24000K13010E,K1301,BJP,MLX,10:15,12:05,01:50
24000C228520,C2285,VNP,FHP,10:18,10:53,00:35
24000C20350C,C2035,VNP,TJP,10:29,11:02,00:33
240000G30100,G301,VNP,FZS,10:40,11:14,00:34
24000C20370D,C2037,VNP,TJP,10:42,11:15,00:33
240000G18108,G181,VNP,QDK,10:45,11:19,00:34
4100000T5608,T57,BJY,TJP,10:50,12:21,01:31
24000C20390C,C2039,VNP,TJP,10:52,11:25,00:33
24000C22110B,C2211,VNP,TJP,10:57,11:35,00:38
26000T56820L,T5683,SJP,QTP,10:57,12:27,01:30
24000C20410D,C2041,VNP,TJP,11:10,11:43,00:33
2400000K450Y,K45,BJP,FZS,11:10,12:48,01:38
2400000G3308,G33,VNP,NXG,11:15,11:49,00:34
24000C22130A,C2213,VNP,TJP,11:19,11:57,00:38
24000C20430G,C2043,VNP,TJP,11:29,12:02,00:33
24000C20450B,C2045,VNP,TJP,11:37,12:10,00:33
24000C221509,C2215,VNP,TJP,11:47,12:25,00:38
240000G32500,G325,VNP,XKS,12:05,12:39,00:34
24000C20470B,C2047,VNP,TJP,12:05,12:38,00:33
24000C22170A,C2217,VNP,TJP,12:18,12:56,00:38
24000C20490C,C2049,VNP,TJP,12:33,13:06,00:33
24000C20510C,C2051,VNP,TJP,12:41,13:14,00:33
24000025890Y,2589,BJP,BCT,12:43,14:26,01:43
24000C228700,C2287,VNP,FHP,12:55,13:30,00:35
240000G16703,G167,VNP,VRH,12:57,13:31,00:34
24000C20530G,C2053,VNP,TJP,13:00,13:33,00:33
24000C20550B,C2055,VNP,TJP,13:07,13:40,00:33
240000K2150D,K215,BJP,TML,13:10,15:17,02:07
24000C22190G,C2219,VNP,TJP,13:15,13:53,00:38
240000G21700,G217,VNP,SBT,13:30,14:05,00:35
2400000G2910,G29,VNP,ENH,13:35,14:09,00:34
24000C20570C,C2057,VNP,TJP,13:39,14:12,00:33
2400000G5903,G59,VNP,NGH,13:40,14:14,00:34
2400000T3907,T39,BJP,QHX,13:42,15:09,01:27
24000C22210A,C2221,VNP,TJP,13:44,14:22,00:38
240000442902,4429,BJP,QTP,13:55,16:20,02:25
24000C20590A,C2059,VNP,TJP,13:56,14:29,00:33
24000C222308,C2223,VNP,TJP,14:07,14:46,00:39
240000Y51805,Y515,ZMP,VVP,14:11,15:41,01:30
880000K88600,K887,XNO,TJP,14:18,15:57,01:39
24000C20610D,C2061,VNP,TJP,14:23,14:56,00:33
24000C222507,C2225,VNP,TJP,14:31,15:09,00:38
24000C20630A,C2063,VNP,TJP,14:44,15:17,00:33
240000G19307,G193,VNP,QDK,14:46,15:27,00:41
24000C22270D,C2227,VNP,TJP,14:54,15:32,00:38
24000C20650B,C2065,VNP,TJP,15:05,15:38,00:33
2400000G3509,G35,VNP,HGH,15:05,15:39,00:34
24000C20670A,C2067,VNP,TJP,15:15,15:48,00:33
24000C20690C,C2069,VNP,TJP,15:25,15:58,00:33
24000C207109,C2071,VNP,TJP,15:35,16:08,00:33
240000G47503,G475,VNP,RCK,15:36,16:10,00:34
2400000G4501,G45,VNP,JUH,15:41,16:15,00:34
24000C228910,C2289,VNP,FHP,15:45,16:20,00:35
240000G1950D,G195,VNP,QDK,15:46,16:27,00:41
24000C222909,C2229,VNP,TJP,15:51,16:29,00:38
2400000G370C,G37,VNP,HGH,16:10,16:44,00:34
24000C22310A,C2231,VNP,TJP,16:15,16:53,00:38
24000K102305,K1023,BJP,TML,16:23,18:08,01:45
24000C207308,C2073,VNP,TJP,16:27,17:00,00:33
240000K2850T,K285,BJP,YAK,16:33,18:35,02:02
24000C20750B,C2075,VNP,TJP,16:35,17:08,00:33
240000G19709,G197,VNP,QDK,16:42,17:16,00:34
24000C20770A,C2077,VNP,TJP,16:45,17:18,00:33
24000C22330E,C2233,VNP,TJP,16:54,17:32,00:38
2400000T310O,T31,BJP,HZH,16:55,18:16,01:21
24000C20790D,C2079,VNP,TJP,17:09,17:42,00:33
24000C20810D,C2081,VNP,TJP,17:18,17:51,00:33
2400000K270L,K27,BJP,DUT,17:27,19:00,01:33
24000C223505,C2235,VNP,TJP,17:31,18:09,00:38
24000C208309,C2083,VNP,TJP,17:41,18:14,00:33
24000C20850B,C2085,VNP,TJP,17:49,18:22,00:33
240000G2010A,G201,VNP,NKH,17:55,18:36,00:41
24000C26130C,C2613,VNP,TXP,17:59,18:34,00:35
24000C20870A,C2087,VNP,TJP,18:07,18:40,00:33
24000C20890F,C2089,VNP,TJP,18:15,18:48,00:33
24000C223705,C2237,VNP,TJP,18:25,19:03,00:38
240000Z13904,Z139,BJP,NUH,18:32,19:47,01:15
24000C20910H,C2091,VNP,TJP,18:35,19:08,00:33
24000C229120,C2291,VNP,FHP,18:46,19:21,00:35
24000C20930D,C2093,VNP,TJP,18:51,19:24,00:33
24000C209506,C2095,VNP,TJP,19:02,19:35,00:33
24000C22390F,C2239,VNP,TJP,19:10,19:48,00:38
24000C20150E,C2015,VNP,TJP,19:25,19:58,00:33
24000C20970L,C2097,VNP,TJP,19:39,20:12,00:33
240000T21505,T215,BJP,UTH,19:45,21:08,01:23
24000C21030V,C2103,VNP,TJP,19:47,20:20,00:33
24000C261507,C2615,VNP,TXP,19:57,20:32,00:35
2400000T630O,T63,BJP,HFH,20:03,21:25,01:22
24000C209904,C2099,VNP,TJP,20:05,20:38,00:33
24000C21010S,C2101,VNP,TJP,20:15,20:48,00:33
2400000Z7907,Z79,BJP,DLT,20:27,21:45,01:18
24000C22430E,C2243,VNP,TJP,20:27,21:05,00:38
24000C26110J,C2611,VNP,TXP,20:41,21:16,00:35
24000C21050M,C2105,VNP,TJP,20:46,21:19,00:33
24000C21070L,C2107,VNP,TJP,21:00,21:33,00:33
24000C224505,C2245,VNP,TJP,21:19,21:57,00:38
24000C21090P,C2109,VNP,TJP,21:50,22:23,00:33
24000C21110O,C2111,VNP,TJP,22:00,22:33,00:33
24000000Z700,Z7,BJP,QHK,22:10,23:30,01:20
24000C211306,C2113,VNP,TJP,22:27,23:00,00:33
24000C211506,C2115,VNP,TJP,22:52,23:25,00:33
2400000K3927,K39,BJP,HRX,23:00,00:35,01:35
2400000K510X,K51,BJP,RZK,23:06,00:40,01:34
240000K10100,K101,BJP,RZH,23:20,00:54,01:34
240000K4110J,K411,BJP,WKK,23:47,01:46,01:59
24000K770607,K7703,CDP,VVP,23:59,02:04,02:05
5f0000Z15700,Z157,UTH,HBB,06:18,14:52,08:34
2400000D290I,D29,BJP,VAB,06:58,13:13,06:15
2400000D210R,D21,BJP,CCT,07:13,14:03,06:50
2400000D250S,D25,BJP,VAB,10:02,16:44,06:42
240000K33919,K339,BJP,JMB,11:00,23:53,12:53
240000T29708,T297,BJP,MDB,12:00,23:39,11:39
240000D1010J,D101,BJP,VAB,13:51,20:24,06:33
240000K2650Q,K265,BJP,JMB,13:57,05:10,15:13
